ACCOUNTID,RENEW,INTERCEPT,PLAYOFF,TENURE,OPENSNINETY,NOTES,TICKETSPEND,LIFETIMEMERCHSPEND,MISSEDALL,TENDUMMY,DISTANCE,PAWP,EMAILCATEGORIES,CATEGORYDUMMY,MISSEDREG,LOGINS,CLICKS90,PAWP,RAND
408202,1,1,1,4,9,0,3560,0,0,1,51,0,12,1,0,5,6,0,0.182273914
143376,1,1,1,9,10,0,1780,10,2,1,38,1,6,1,0,0,12,1,0.182295547
124247,1,1,1,9,2,0,1350,0,1,1,17,1,3,1,0,0,2,1,0.182326121
4211037,1,1,1,5,1,0,6930,0,1,1,67,0,4,1,0,0,4,0,0.182453365
127382,1,1,1,9,9,0,1350,0,2,1,26,1,5,1,0,0,22,1,0.182480839
4029462,1,1,1,5,0,0,1980,0,3,1,22,0,1,0,1,0,0,0,0.182482896
362233,0,1,1,7,0,0,3960,0,0,1,80,0,2,1,0,0,0,0,0.182505441
436923,1,1,1,1,2,0,1980,0,0,0,24,1,3,1,0,0,2,1,0.182567777
4231886,1,1,1,3,3,0,2700,0,0,1,18,0,3,1,0,0,2,0,0.182578756
144410,1,1,1,9,6,0,2340,0,0,1,28,1,3,1,0,0,4,1,0.182633037
201214,1,1,1,9,0,0,5400,0,1,1,25,0,3,1,1,0,1,0,0.182652751
4214635,1,1,1,5,1,0,1350,0,1,1,30,0,4,1,0,0,3,0,0.182712609
233818,1,1,1,9,2,0,4680,0,0,1,26,0,4,1,0,0,0,0,0.182868719
4220939,1,1,1,5,1,0,7800,0,0,1,18,0,1,0,0,0,2,0,0.182950065
172988,1,1,1,9,0,0,2340,0,1,1,76,0,2,1,0,0,1,0,0.183005954
107483,1,1,1,9,6,0,10140,0,0,1,11,0,2,1,0,0,5,0,0.183143497
323249,1,1,1,5,0,0,1780,0,1,1,97,0,4,1,1,0,0,0,0.183213241
135093,1,1,1,9,9,0,5070,0,0,1,57,0,4,1,0,0,9,0,0.183213963
125050,1,1,1,9,0,0,5070,0,0,1,64,0,2,1,0,0,1,0,0.183287406
4025577,1,1,1,5,3,0,1780,0,0,1,26,0,4,1,0,0,3,0,0.183371565
461582,1,1,1,3,3,0,1780,0,1,1,13,1,4,1,0,1,4,1,0.183469181
498618,1,1,1,1,2,0,1780,0,2,0,92,0,1,0,0,0,5,0,0.183488627
4041921,1,1,1,5,0,0,650,0,0,1,62,0,1,0,0,0,0,0,0.183519017
191083,1,1,1,9,0,0,2340,28.95,3,1,32,0,6,1,1,0,4,0,0.183639384
472951,0,1,1,4,2,0,2600,35.99,1,1,19,0,6,1,0,0,2,0,0.183711808
140307,1,1,1,9,1,0,6760,0,0,1,21,0,1,0,0,0,4,0,0.184112569
414241,1,1,1,5,4,0,4680,0,1,1,99,1,4,1,0,0,2,1,0.184139796
248877,1,1,1,9,3,0,5400,0,0,1,19,0,2,1,0,0,8,0,0.184252851
193976,1,1,1,9,3,0,5400,1221.02,0,1,29,1,2,1,0,0,5,1,0.184264479
321368,1,1,1,7,2,0,2340,123.3,1,1,58,1,2,1,0,0,5,1,0.18427191
346349,1,1,1,7,4,0,2600,0,0,1,62,0,2,1,0,96,3,0,0.184448264
4047167,1,1,1,5,2,0,8100,0,0,1,70,1,2,1,0,26,8,1,0.184456083
5697805,1,1,1,2,4,0,4680,300.43,0,0,34,1,6,1,0,0,7,1,0.184458039
408389,1,1,1,5,0,0,1980,0,0,1,35,0,4,1,0,218,0,0,0.184492133
4029603,1,1,1,5,1,0,3380,0,0,1,13,1,3,1,0,0,6,1,0.184603016
275574,1,1,1,9,5,0,6750,148.45,1,1,218,1,6,1,0,7,6,1,0.184638143
5163659,1,1,1,3,2,0,5400,0,1,1,31,1,4,1,0,0,0,1,0.184715286
213072,1,1,1,9,3,2,2700,0,1,1,27,0,2,1,0,0,7,0,0.184941175
166542,1,1,1,9,0,0,6760,0,1,1,38,0,1,0,0,0,0,0,0.184965863
143145,1,1,1,9,0,0,1980,0,0,1,24,1,3,1,0,0,1,1,0.184987106
142430,1,1,1,9,2,1,4680,0,0,1,16,1,1,0,0,0,3,1,0.185014943
225326,1,1,1,9,1,0,2340,0,0,1,18,0,2,1,0,0,2,0,0.185018014
144190,1,1,1,9,4,0,2700,46.67,0,1,31,0,4,1,0,0,9,0,0.185075443
376973,1,1,1,9,0,0,1780,0,1,1,59,0,1,0,0,0,0,0,0.185208063
122014,1,1,1,9,2,0,6760,0,0,1,7,1,7,1,0,0,3,1,0.18571067
429564,1,1,1,3,6,0,1300,55.94,0,1,143,1,3,1,0,0,3,1,0.185718925
4572693,1,1,1,4,1,0,7800,0,0,1,47,1,4,1,0,0,4,1,0.185791289
421908,1,1,0,5,1,0,1300,0,1,1,0,0,3,1,0,0,1,0,0.185816303
4216648,1,1,1,5,0,0,2700,0,1,1,33,1,1,0,0,0,0,1,0.18592093
167455,1,1,0,9,0,0,2700,0,0,1,2254,0,2,1,0,0,0,0,0.185927304
249053,1,1,1,9,1,0,5400,0,0,1,33,0,1,0,0,0,4,0,0.186102585
182030,1,1,1,9,1,1,3510,0,0,1,50,0,1,0,0,0,3,0,0.186315128
4043687,1,1,1,5,0,0,3380,0,0,1,87,0,2,1,0,0,0,0,0.186335889
592840,1,1,1,9,7,0,1690,338.96,1,1,36,0,4,1,0,0,13,0,0.186338591
1199252,1,1,1,5,2,0,5850,0,0,1,51,1,1,0,0,0,1,1,0.186382466
375939,1,1,1,9,1,0,1300,0,2,1,1,0,1,0,1,0,2,0,0.186531511
175958,1,1,1,9,17,0,1690,0,1,1,6,1,6,1,1,0,74,1,0.186534754
367480,1,1,1,9,0,0,1980,0,1,1,36,1,3,1,0,0,0,1,0.186552622
138547,1,1,1,9,0,1,6760,0,0,1,43,0,2,1,0,0,0,0,0.186554928
375257,1,1,1,8,4,0,1300,0,2,1,59,0,3,1,0,0,5,0,0.186665984
4651513,1,1,1,4,0,0,1170,0,0,1,123,0,1,0,0,15,0,0,0.186677632
423767,1,1,1,6,0,0,2700,0,3,1,25,1,2,1,1,0,0,1,0.186718796
196396,1,1,1,9,1,0,2700,0,0,1,15,0,5,1,0,0,2,0,0.186734376
325449,1,1,1,7,4,0,1980,0,0,1,61,1,3,1,0,0,7,1,0.186758503
170128,1,1,1,8,0,0,3380,0,0,1,15,0,3,1,0,0,0,0,0.186761443
163913,1,1,1,9,3,0,2970,0,0,1,32,1,2,1,0,0,1,1,0.186877454
251308,0,1,0,9,0,3,4680,0,0,1,26,0,3,1,0,0,0,0,0.18689147
248074,1,1,1,9,12,0,15600,0,0,1,61,1,3,1,0,0,8,1,0.186892076
472985,1,1,0,4,0,0,1300,0,2,1,63,0,2,1,1,0,0,0,0.186894446
228648,1,1,1,9,3,0,3510,0,0,1,1,1,4,1,0,0,1,1,0.186939537
297068,1,1,1,9,6,1,3900,0,2,1,7,1,5,1,2,0,3,1,0.186970344
397631,1,1,1,9,0,0,2340,0,0,1,74,0,2,1,0,0,0,0,0.186995659
200873,1,1,1,9,0,0,2700,0,2,1,37,0,1,0,0,0,0,0,0.187065632
206780,1,1,1,9,5,0,1350,0,0,1,26,0,3,1,0,0,7,0,0.187072952
343137,1,1,1,6,3,0,3560,0,0,1,127,1,2,1,0,0,2,1,0.187112452
255180,1,1,1,9,2,0,2340,0,0,1,17,0,3,1,0,2,3,0,0.187172592
126865,1,1,1,9,3,0,5400,29.95,0,1,28,1,2,1,0,0,2,1,0.187187089
152187,1,1,0,9,0,0,5400,0,1,1,107,0,2,1,0,0,19,0,0.187225206
368547,1,1,1,9,9,0,650,5.3,0,1,18,0,5,1,0,0,9,0,0.187238761
283967,1,1,1,9,1,0,3900,0,0,1,89,0,3,1,0,0,0,0,0.187287524
195901,1,1,1,9,4,0,2700,41.99,3,1,6,1,4,1,1,0,13,1,0.187290024
510115,1,1,1,9,1,0,5400,0,0,1,51,0,3,1,0,0,0,0,0.187379372
157214,1,1,1,9,2,0,7020,0,0,1,33,1,3,1,0,0,0,1,0.187419601
380548,1,1,1,6,3,0,2600,0,0,1,29,1,3,1,0,0,6,1,0.187425648
414296,1,1,1,5,5,0,3560,0,1,1,18,0,8,1,0,0,3,0,0.187437062
4034249,1,1,1,5,9,0,3960,56.33,1,1,27,0,5,1,0,0,6,0,0.187490617
189939,1,1,0,9,1,0,2340,0,0,1,31,0,1,0,0,0,0,0,0.187680636
246424,1,1,1,9,1,0,1350,0,1,1,633,0,2,1,0,0,3,0,0.187718998
144388,1,1,1,9,0,0,2700,0,1,1,8,0,7,1,1,0,4,0,0.187731151
202633,1,1,1,9,2,0,2340,0,1,1,6,1,1,0,0,0,0,1,0.187755897
352916,1,1,1,7,1,0,3560,200.35,0,1,72,0,4,1,0,0,5,0,0.187821801
394936,0,1,1,9,4,0,2700,0,1,1,267,0,2,1,1,0,0,0,0.187857689
389073,1,1,1,5,0,0,1300,114.47,0,1,27,0,3,1,0,0,5,0,0.187897204
330234,1,1,1,9,8,0,5400,73.44,1,1,71,1,4,1,0,0,6,1,0.187937122
169897,1,1,1,9,0,0,10140,0,0,1,16,1,3,1,0,7,2,1,0.187939708
384288,1,1,1,5,3,0,2700,201.31,0,1,40,1,4,1,0,0,1,1,0.187950068
243036,1,1,1,9,3,0,4680,0,0,1,40,1,3,1,0,0,9,1,0.187974154
252133,1,1,1,9,0,0,6500,0,0,1,230,0,1,0,0,0,0,0,0.188049473
110717,1,1,1,9,2,0,3900,0,0,1,30,0,2,1,0,0,0,0,0.188055921
418190,1,1,1,5,2,0,5850,0,1,1,88,0,2,1,0,0,2,0,0.188102927
268941,1,1,1,9,10,0,2340,295.74,1,1,55,1,3,1,0,0,23,1,0.188129587
4652255,1,1,1,4,5,0,4680,0,1,1,21,0,5,1,1,0,9,0,0.188189248
4044230,1,1,1,5,2,0,1300,0,1,1,35,1,5,1,1,0,2,1,0.188194593
404979,1,1,1,6,2,0,3960,0,0,1,27,1,5,1,0,0,1,1,0.188200492
2493762,1,1,1,4,4,0,10140,0,0,1,29,1,4,1,0,0,6,1,0.188245163
442896,1,1,1,9,5,0,2340,0,1,1,904,0,4,1,0,0,7,0,0.188354888
288719,1,1,1,9,9,0,10140,0,0,1,6,1,5,1,0,5,11,1,0.18838535
380218,1,1,1,5,2,1,3510,0,0,1,44,1,7,1,0,0,4,1,0.188401243
690359,1,1,1,5,3,0,4680,133.44,0,1,130,0,6,1,0,0,2,0,0.188405767
140857,1,1,1,6,0,0,3900,0,2,1,30,1,2,1,0,0,0,1,0.188533566
179324,1,1,0,9,0,0,2700,0,0,1,19,0,4,1,0,0,0,0,0.188702508
219155,1,1,1,9,3,0,3560,0,0,1,65,1,4,1,0,0,3,1,0.188747646
185825,1,1,0,9,1,0,1980,0,1,1,11,0,4,1,1,0,2,0,0.188971378
527978,1,1,1,8,1,0,2340,0,0,1,12,1,3,1,0,5,0,1,0.189039736
126568,1,1,1,9,0,0,5400,0,0,1,67,0,1,0,0,0,0,0,0.189089524
293361,1,1,1,9,1,0,3900,0,0,1,52,1,3,1,0,74,3,1,0.189143541
173153,1,1,1,9,2,0,2340,0,0,1,55,0,4,1,0,0,5,0,0.189206188
179489,1,1,1,9,0,0,3560,0,0,1,12,0,3,1,0,0,4,0,0.189244057
5147645,1,1,1,3,0,0,2340,0,0,1,19,0,2,1,0,0,2,0,0.189300356
266664,1,1,1,9,0,0,3560,0,2,1,25,1,3,1,2,0,0,1,0.18930314
344039,1,1,1,9,4,0,3960,0,0,1,124,1,4,1,0,0,5,1,0.189429422
4017673,1,1,1,5,2,0,2340,0,2,1,17,0,1,0,1,0,1,0,0.189495645
420918,1,1,1,5,7,0,3560,0,0,1,13,1,4,1,0,0,10,1,0.189725293
415198,1,1,1,6,3,0,4680,847,0,1,4,0,7,1,0,0,14,0,0.189792976
270756,1,1,1,9,6,0,7020,50.99,0,1,37,1,5,1,0,146,6,1,0.189828585
116492,1,1,1,9,3,0,7800,0,0,1,22,1,3,1,0,0,1,1,0.189850381
620328,1,1,1,9,0,1,1300,0,0,1,20,0,3,1,0,35,0,0,0.189859136
4010317,1,1,1,4,4,0,4680,0,0,1,40,1,3,1,0,215,12,1,0.189884518
264992,1,1,1,9,3,0,3380,174.49,1,1,1103,1,4,1,0,88,3,1,0.19006247
107120,1,1,1,9,2,0,3900,0,1,1,14,0,1,0,1,0,1,0,0.190085007
368239,1,1,1,9,7,0,4680,0,0,1,12,1,4,1,0,0,7,1,0.190200839
220772,1,1,1,9,2,1,2700,0,1,1,93,0,2,1,0,0,2,0,0.190292858
6571380,1,1,1,1,0,0,2700,0,1,0,234,1,2,1,1,0,0,1,0.190381754
4211078,1,1,1,5,2,0,3380,0,0,1,56,0,4,1,0,0,5,0,0.190403323
4649988,1,1,0,4,2,0,1170,0,1,1,25,0,1,0,0,0,2,0,0.190424958
164914,1,1,1,9,1,0,3510,0,0,1,4,0,2,1,0,0,1,0,0.190493593
452946,1,1,1,3,0,0,1300,0,0,1,46,0,1,0,0,0,1,0,0.190513429
274375,1,1,1,9,3,0,5400,0,0,1,70,1,4,1,0,0,0,1,0.190562432
127283,1,1,1,9,4,0,4050,0,0,1,22,0,3,1,0,0,8,0,0.190563308
4211318,1,1,1,5,0,0,6760,0,0,1,71,0,1,0,0,0,1,0,0.190576365
243465,1,1,1,9,0,1,3900,0,1,1,11,1,3,1,1,0,0,1,0.190614691
6573493,1,1,1,1,18,0,3380,100,0,0,21,1,10,1,0,14,11,1,0.190615858
413163,1,1,1,5,0,0,1980,187.94,1,1,17,1,2,1,0,0,0,1,0.19067376
429201,1,1,1,5,0,0,3560,0,1,1,121,1,1,0,0,0,0,1,0.190675816
111443,1,1,1,9,1,0,6760,0,0,1,72,1,2,1,0,0,2,1,0.190702879
421292,1,1,1,5,3,0,4050,0,0,1,141,1,3,1,0,0,5,1,0.190720536
399347,1,1,1,9,0,0,2340,0,3,1,53,1,3,1,2,0,0,1,0.190725158
208210,1,1,1,9,0,0,6750,0,0,1,15,1,5,1,0,0,0,1,0.190825228
6568014,1,1,1,1,5,0,2340,0,0,0,35,0,1,0,0,0,1,0,0.190838419
362464,1,1,1,7,0,0,2670,0,0,1,30,1,3,1,0,0,6,1,0.190941226
1924152,1,1,1,4,7,0,4950,0,0,1,15,0,3,1,0,0,12,0,0.19101754
282361,1,1,1,9,0,0,5850,0,0,1,10,1,2,1,0,0,0,1,0.191042383
103094,1,1,1,9,1,0,8100,0,0,1,33,0,3,1,0,0,6,0,0.191133788
234764,1,1,1,9,0,0,2700,0,1,1,1231,0,1,0,0,0,0,0,0.19116084
211378,1,1,1,9,4,1,2340,0,0,1,225,1,3,1,0,0,0,1,0.191253666
330883,1,1,1,7,7,0,4680,0,1,1,70,1,6,1,0,6,3,1,0.191273298
417376,1,1,1,4,1,0,1780,0,0,1,13,0,4,1,0,0,0,0,0.191327856
4651299,1,1,1,4,7,0,3380,0,2,1,172,0,6,1,0,0,2,0,0.191341666
271592,1,1,1,9,1,0,5400,0,0,1,26,1,2,1,0,0,2,1,0.191344453
4042275,1,1,1,5,0,0,3560,0,0,1,2530,0,2,1,0,0,0,0,0.191681728
406288,1,1,1,4,2,0,2600,169.91,0,1,35,0,5,1,0,0,4,0,0.191731318
224204,1,1,1,9,0,0,4950,0,2,1,12,0,4,1,0,0,1,0,0.191917205
256742,1,1,1,9,0,0,2600,0,0,1,14,0,3,1,0,9,2,0,0.191965539
215162,1,1,1,9,1,1,990,0,1,1,17,1,5,1,0,0,6,1,0.191979299
4210930,1,1,1,5,6,0,990,63.74,1,1,9,1,5,1,1,0,4,1,0.192092716
4915496,1,1,1,3,2,0,6760,0,0,1,26,0,5,1,0,0,7,0,0.192104488
293647,1,1,1,9,0,0,5850,0,0,1,27,0,1,0,0,0,1,0,0.192109013
264706,1,1,1,9,3,0,6760,151.46,0,1,35,1,3,1,0,0,1,1,0.192246146
398533,0,1,1,9,2,0,2340,0,0,1,30,0,2,1,0,0,5,0,0.192356836
324932,1,1,1,9,0,0,2600,0,3,1,63,1,1,0,1,0,0,1,0.192423362
240209,1,1,1,9,2,3,1300,0,3,1,19,0,1,0,3,0,0,0,0.192614941
321797,1,1,1,7,4,0,3560,0,1,1,68,0,3,1,0,0,5,0,0.192617932
467944,1,1,1,3,0,0,1300,0,0,1,2568,0,2,1,0,0,2,0,0.192634766
108209,1,1,1,9,0,0,11700,0,0,1,8,1,2,1,0,0,0,1,0.19269792
142320,1,1,1,9,3,0,3380,0,0,1,87,1,5,1,0,0,5,1,0.192802546
398687,1,1,0,9,0,0,4680,0,0,1,15,0,3,1,0,0,1,0,0.192871254
259778,1,1,1,9,9,0,6760,0,0,1,30,0,5,1,0,0,0,0,0.192872122
112785,1,1,1,9,0,0,3380,0,0,1,5,0,4,1,0,0,0,0,0.192954277
4224568,1,1,1,5,5,0,2340,0,0,1,165,1,3,1,0,0,3,1,0.193197945
4022236,1,1,1,5,2,0,3900,0,0,1,58,1,5,1,0,0,0,1,0.19320757
105943,1,1,1,9,2,0,4680,0,1,1,46,0,2,1,0,0,3,0,0.193403752
182811,1,1,1,9,2,0,6760,0,0,1,12,1,2,1,0,0,4,1,0.193488185
447417,1,1,1,5,0,0,3560,0,2,1,46,0,1,0,1,0,0,0,0.193498908
403802,1,1,0,3,0,3,1300,0,2,1,48,0,4,1,2,0,0,0,0.193503072
156389,1,1,1,9,1,0,10140,0,0,1,101,0,1,0,0,0,1,0,0.19353181
276168,1,1,1,9,0,0,5400,0,0,1,25,0,2,1,0,0,0,0,0.193623645
216768,1,1,1,9,0,0,5400,0,0,1,29,0,2,1,0,0,0,0,0.193662477
145697,1,1,1,9,2,0,2700,126.37,0,1,29,0,4,1,0,0,8,0,0.193671001
231002,1,1,1,9,0,0,7800,0,0,1,2,0,4,1,0,0,0,0,0.193855817
271174,1,1,1,9,1,0,1780,0,2,1,25,1,5,1,0,0,1,1,0.194066112
385146,1,1,1,3,3,0,1300,0,1,1,34,0,2,1,0,660,3,0,0.194315576
363135,1,1,1,5,3,0,3560,0,1,1,82,0,4,1,0,0,2,0,0.194370299
375180,1,1,1,7,0,0,5400,0,1,1,185,0,2,1,0,0,0,0,0.19444759
124676,1,1,1,9,3,0,3900,0,0,1,43,1,4,1,0,0,1,1,0.194477202
289313,1,1,1,9,1,0,3900,0,0,1,17,0,2,1,0,0,2,0,0.194640013
296562,1,1,1,9,0,0,1950,0,0,1,7,0,3,1,0,0,0,0,0.194684927
360033,1,1,1,7,1,0,2340,29.95,1,1,69,1,2,1,0,0,1,1,0.194688202
216372,1,1,1,9,0,0,5070,0,2,1,14,1,2,1,1,0,1,1,0.194784148
226767,1,1,1,9,1,0,2340,14.95,0,1,794,1,2,1,0,0,1,1,0.194785745
241441,1,1,1,9,0,0,4680,0,1,1,47,0,2,1,0,0,1,0,0.194882524
266950,1,1,1,9,0,0,3510,0,0,1,24,0,2,1,0,7,1,0,0.194893873
4044693,1,1,0,5,0,2,3380,0,3,1,72,0,2,1,2,0,0,0,0.194899756
4217687,1,1,1,5,4,0,7800,0,0,1,37,1,5,1,0,0,2,1,0.194969662
159656,1,1,0,9,0,0,9360,0,0,1,21,0,14,1,0,0,0,0,0.194979573
437022,1,1,1,5,2,0,2600,0,1,1,118,0,3,1,0,0,4,0,0.195017586
205702,1,1,1,9,3,0,2970,0,0,1,61,1,1,0,0,0,0,1,0.195150532
183152,1,1,1,9,2,0,2700,0,1,1,34,0,4,1,0,0,6,0,0.195157205
4040543,1,1,1,5,2,0,3380,0,0,1,7,0,2,1,0,0,1,0,0.195198162
146434,1,1,1,9,0,1,5400,0,2,1,22,0,2,1,0,0,0,0,0.195206621
133641,1,1,1,9,0,2,3380,0,0,1,225,1,1,0,0,0,1,1,0.195282544
109595,1,1,1,9,1,0,4680,0,0,1,7,1,3,1,0,2,0,1,0.195298059
270349,1,1,1,9,0,0,5400,0,1,1,18,1,3,1,0,0,0,1,0.195315006
134906,1,1,1,9,1,1,82660,0,0,1,19,1,2,1,0,22,0,1,0.195346937
141286,1,1,1,9,8,0,2700,0,0,1,54,1,9,1,0,0,15,1,0.195393003
116866,1,1,0,9,0,0,3900,0,3,1,18,0,3,1,3,0,3,0,0.195426867
199949,1,1,1,9,1,0,4050,0,1,1,38,1,4,1,0,2,0,1,0.195432008
289819,1,1,1,9,15,0,7800,0,1,1,23,1,8,1,0,0,19,1,0.195435556
194449,1,1,1,9,1,0,14850,0,0,1,59,0,3,1,0,0,2,0,0.195511375
452797,1,1,1,3,2,0,3560,0,1,1,20,0,3,1,1,0,3,0,0.195526642
175485,1,1,0,9,2,0,2340,0,0,1,11,0,1,0,0,0,2,0,0.19573236
183944,1,1,1,9,3,0,3960,0,0,1,7,1,5,1,0,0,8,1,0.195817565
432666,1,1,1,9,2,0,1780,0,0,1,42,0,4,1,0,0,4,0,0.195957954
209123,1,1,1,9,6,0,1350,0,1,1,23,1,5,1,0,0,5,1,0.195961038
128867,1,1,1,9,0,0,2700,0,0,1,15,0,1,0,0,10,0,0,0.196016864
142353,1,1,1,9,7,0,4680,197.88,2,1,57,0,9,1,0,0,8,0,0.196073841
416155,1,1,1,5,1,0,1780,0,1,1,33,0,3,1,0,0,1,0,0.196088353
266906,1,1,0,9,0,1,5400,0,0,1,29,0,3,1,0,30,3,0,0.19615356
283428,1,1,1,9,7,0,7800,143.4,0,1,9,1,4,1,0,0,3,1,0.196187017
5710558,1,1,0,2,1,0,5400,0,2,0,13,0,1,0,0,39,0,0,0.196237221
288686,1,1,1,9,2,0,3900,0,0,1,8,0,1,0,0,0,4,0,0.196332901
136897,1,1,1,9,3,0,6760,0,0,1,96,1,5,1,0,0,5,1,0.196406492
441554,1,1,0,6,0,0,1980,0,3,1,32,0,1,0,1,0,0,0,0.196534111
371858,1,1,1,7,0,0,3560,0,0,1,139,1,5,1,0,0,4,1,0.196635349
443358,1,1,1,9,2,0,2700,0,1,1,19,1,2,1,1,0,0,1,0.196701104
249152,1,1,1,8,4,0,5400,0,0,1,16,1,7,1,0,0,4,1,0.196705443
4218131,1,1,1,5,2,0,2340,0,0,1,23,1,2,1,0,56,1,1,0.196861388
414428,1,1,1,4,3,0,3560,0,1,1,33,1,5,1,1,0,7,1,0.196866516
196473,1,1,1,9,1,0,6750,0,1,1,123,1,5,1,0,0,2,1,0.196877841
229451,1,1,1,9,16,0,1780,0,1,1,61,1,11,1,0,0,28,1,0.196894734
223720,1,1,1,9,0,0,2340,0,0,1,22,0,2,1,0,0,1,0,0.196906337
144960,1,1,1,9,0,0,3380,0,0,1,47,0,2,1,0,0,0,0,0.19699936
147457,1,1,1,9,0,1,5400,0,1,1,32,0,2,1,0,0,5,0,0.197184163
333798,1,1,1,7,2,0,3380,0,2,1,79,1,2,1,0,0,1,1,0.197200719
264772,1,1,1,9,5,0,3960,0,1,1,67,1,3,1,0,0,4,1,0.197238948
379272,1,1,1,9,9,0,2340,0,0,1,4,1,6,1,0,0,7,1,0.19727684
442335,1,1,0,5,3,0,1300,0,2,1,46,0,2,1,0,0,2,0,0.197283801
442929,1,1,1,9,0,0,1780,0,0,1,19,0,2,1,0,0,2,0,0.197295128
195692,1,1,1,9,4,0,3380,0,0,1,39,0,3,1,0,0,3,0,0.197445001
279710,1,1,1,9,3,0,3900,0,0,1,108,1,1,0,0,0,2,1,0.197478966
4652164,1,1,1,4,1,0,2700,0,0,1,41,0,3,1,0,0,3,0,0.197533409
382121,1,1,1,6,4,0,2340,23.07,1,1,5,1,11,1,0,0,11,1,0.197639803
373552,1,1,1,9,8,0,5400,0,1,1,8,1,7,1,0,0,2,1,0.19766126
128526,1,1,0,9,2,0,5070,0,2,1,19,0,1,0,0,0,0,0,0.197751114
109309,1,1,1,9,2,0,3900,0,0,1,12,0,4,1,0,0,0,0,0.197771179
5697615,1,1,1,2,0,0,1980,0,0,0,37,1,2,1,0,0,3,1,0.197811805
197661,1,1,1,9,1,0,5400,0,0,1,103,0,1,0,0,0,2,0,0.19785964
175166,1,1,1,9,6,0,8100,355.47,0,1,25,1,4,1,0,0,10,1,0.19790992
100663,1,1,1,9,0,0,3380,0,0,1,3,0,2,1,0,0,1,0,0.19805981
149877,1,1,1,9,1,0,4680,0,0,1,1093,1,2,1,0,0,1,1,0.198138935
6595926,1,1,1,1,4,0,2670,165.47,0,0,30,1,3,1,0,0,2,1,0.198170233
175650,1,1,0,9,3,0,2340,0,0,1,10,0,5,1,0,0,2,0,0.198190394
242662,1,1,1,9,3,0,2700,0,0,1,26,1,2,1,0,0,3,1,0.198307877
4214726,1,1,1,5,3,0,2700,0,0,1,28,1,2,1,0,0,10,1,0.198324658
374091,1,1,1,7,4,0,5400,0,2,1,33,0,3,1,0,0,9,0,0.198328616
414373,1,1,1,4,2,0,2600,0,0,1,34,1,4,1,0,0,0,1,0.198426945
185693,1,1,1,9,2,0,1980,0,1,1,45,1,1,0,0,0,2,1,0.198473447
441796,1,1,1,6,1,0,1780,0,1,1,18,0,3,1,0,0,3,0,0.198794796
273506,1,1,1,9,3,0,1980,0,1,1,21,1,4,1,0,0,5,1,0.198826066
4017590,1,1,1,5,1,0,3380,0,0,1,30,0,1,0,0,0,5,0,0.1988308
185561,0,1,0,9,4,0,3560,0,0,1,84,0,3,1,0,0,3,0,0.198870342
294230,1,1,1,9,5,0,7800,0,0,1,20,0,2,1,0,0,2,0,0.198895408
4223487,1,1,1,5,0,0,2700,0,0,1,43,1,3,1,0,0,0,1,0.198958732
283549,1,1,1,9,3,0,1780,0,1,1,32,0,8,1,0,0,2,0,0.198960863
206384,1,1,1,9,6,1,2340,0,0,1,36,1,3,1,0,0,11,1,0.199087679
244411,1,1,1,9,2,0,2340,0,1,1,53,1,1,0,1,0,0,1,0.199173484
270217,1,1,1,9,4,0,4680,0,0,1,25,1,4,1,0,0,2,1,0.199230135
287036,1,1,1,9,1,0,6760,0,0,1,21,0,2,1,0,6,2,0,0.199285319
209871,1,1,1,9,4,0,2700,0,0,1,8,0,8,1,0,11,9,0,0.199362462
275629,1,1,1,9,0,0,2700,0,1,1,46,0,1,0,0,39,2,0,0.199410897
198200,0,1,0,9,1,0,2340,0,2,1,12,0,2,1,0,0,0,0,0.199416726
4211581,1,1,1,5,1,0,3560,0,0,1,73,0,1,0,0,0,1,0,0.199495123
397334,1,1,1,9,1,0,2600,0,1,1,26,0,3,1,0,0,6,0,0.19953394
414648,1,1,1,5,4,0,4680,92.4,0,1,6,1,4,1,0,0,7,1,0.199550132
169798,1,1,1,9,0,0,6760,0,2,1,24,0,1,0,1,0,0,0,0.199591613
286442,1,1,1,9,1,0,3900,0,1,1,28,0,3,1,0,0,1,0,0.199809565
147303,1,1,1,9,1,0,3380,0,3,1,171,0,3,1,1,2,2,0,0.199827894
291986,1,1,1,9,3,0,7800,0,2,1,30,0,6,1,1,0,9,0,0.199836353
4027532,1,1,1,5,0,0,2340,66.48,0,1,6,1,4,1,0,0,0,1,0.199862099
120639,1,1,1,9,0,0,3380,36.99,2,1,696,0,2,1,1,0,2,0,0.199911187
162340,1,1,1,9,0,0,2700,0,0,1,42,1,8,1,0,0,9,1,0.199962033
104656,1,1,1,9,19,0,1950,441.9,0,1,57,1,10,1,0,0,15,1,0.200179078
193734,1,1,1,9,5,0,1350,0,1,1,23,0,2,1,0,0,5,0,0.200209451
111201,0,1,1,9,0,0,2670,0,1,1,32,0,1,0,0,0,0,0,0.200290287
3189393,1,1,1,5,6,0,2700,0,0,1,15,1,5,1,0,0,12,1,0.20040501
253904,1,1,1,9,2,0,2700,0,2,1,8,1,5,1,0,0,4,1,0.200408643
192942,1,1,1,9,6,0,5400,61.45,0,1,16,1,5,1,0,1,6,1,0.20055477
299257,1,1,1,9,6,0,3900,138.45,1,1,9,0,2,1,0,0,3,0,0.200796979
260823,1,1,1,9,4,0,2340,0,2,1,70,0,4,1,1,0,4,0,0.200823547
